user_id,username,display_name,language,language_name,profile_id,profile_label,n_posts,p_ai_coding_innovations,p_ai_copyright_theft,p_ai_mass_surveillance,n_ai_coding_innovations,n_ai_copyright_theft,n_ai_mass_surveillance,emp_ai_coding_innovations,emp_ai_copyright_theft,emp_ai_mass_surveillance
user_0356,brooklyn_russell356,Brooklyn Russell,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,48,13,39,0.48,0.13,0.39
user_0357,nora_simpson,Nora Simpson,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,48,41,0.11,0.48,0.41
user_0358,benjamin_graham,Benjamin Graham,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,78,12,10,0.78,0.12,0.1
user_0359,benjamin_walsh_359,Benjamin Walsh,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,79,11,0.1,0.79,0.11
user_0360,dakota_reed_88,Dakota Reed,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,10,80,0.1,0.1,0.8
user_0361,chloe_hicks361,Chloe Hicks,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,38,31,31,0.38,0.31,0.31
user_0362,kendall_washington,Kendall Washington,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,47,46,7,0.47,0.46,0.07
user_0363,emerson_cooper363,Emerson Cooper,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,47,12,41,0.47,0.12,0.41
user_0364,aaron_kelly_16,Aaron Kelly,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,7,56,37,0.07,0.56,0.37
user_0365,sebastian_freeman,Sebastian Freeman,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,77,13,10,0.77,0.13,0.1
user_0366,theodore_morales366,Theodore Morales,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,83,7,0.1,0.83,0.07
user_0367,emily_watson,Emily Watson,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,14,8,78,0.14,0.08,0.78
user_0368,zoe_freeman368,Zoe Freeman,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,33,28,39,0.33,0.28,0.39
user_0369,savannah_bailey_93,Savannah Bailey,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,44,48,8,0.44,0.48,0.08
user_0370,dylan_hunter,Dylan Hunter,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,41,10,49,0.41,0.1,0.49
user_0371,david_webb_371,David Webb,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,10,45,45,0.1,0.45,0.45
user_0372,mia_diaz372,Mia Diaz,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,81,13,6,0.81,0.13,0.06
user_0373,benjamin_coleman_81,Benjamin Coleman,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,81,9,0.1,0.81,0.09
user_0374,aaron_brooks374,Aaron Brooks,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,5,11,84,0.05,0.11,0.84
user_0375,abigail_kelly,Abigail Kelly,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,33,26,41,0.33,0.26,0.41
user_0376,riley_murray,Riley Murray,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,41,49,10,0.41,0.49,0.1
user_0377,finley_perry_25,Finley Perry,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,40,16,44,0.4,0.16,0.44
user_0378,stella_ellis_10,Stella Ellis,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,45,47,0.08,0.45,0.47
user_0379,aaron_warren,Aaron Warren,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,84,3,13,0.84,0.03,0.13
user_0380,avery_burns,Avery Burns,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,6,84,10,0.06,0.84,0.1
user_0381,natalie_cooper_33,Natalie Cooper,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,11,79,0.1,0.11,0.79
user_0382,jack_shaw382,Jack Shaw,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,20,41,39,0.2,0.41,0.39
user_0383,wyatt_cox_14,Wyatt Cox,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,42,45,13,0.42,0.45,0.13
user_0384,stella_burns_118,Stella Burns,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,51,12,37,0.51,0.12,0.37
user_0385,lucas_simmons_10,Lucas Simmons,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,7,46,47,0.07,0.46,0.47
user_0386,dakota_mason_41,Dakota Mason,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,82,8,10,0.82,0.08,0.1
user_0387,addison_brooks_98,Addison Brooks,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,13,70,17,0.13,0.7,0.17
user_0388,caleb_gray_388,Caleb Gray,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,7,10,83,0.07,0.1,0.83
user_0389,alex_harrison,Alex Harrison,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,40,30,30,0.4,0.3,0.3
user_0390,wyatt_wallace,Wyatt Wallace,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,44,50,6,0.44,0.5,0.06
user_0391,aubrey_west,Aubrey West,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,42,14,44,0.42,0.14,0.44
user_0392,emerson_ramos_49,Emerson Ramos,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,15,47,38,0.15,0.47,0.38
user_0393,rowan_foster_393,Rowan Foster,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,78,11,11,0.78,0.11,0.11
user_0394,benjamin_barnes_394,Benjamin Barnes,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,9,84,7,0.09,0.84,0.07
user_0395,benjamin_marshall395,Benjamin Marshall,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,7,9,84,0.07,0.09,0.84
user_0396,grace_bryant,Grace Bryant,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,45,28,27,0.45,0.28,0.27
user_0397,jamie_murray_80,Jamie Murray,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,52,39,9,0.52,0.39,0.09
user_0398,sebastian_stevens_398,Sebastian Stevens,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,39,9,52,0.39,0.09,0.52
user_0399,drew_bailey_399,Drew Bailey,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,52,40,0.08,0.52,0.4
user_0400,benjamin_henderson_400,Benjamin Henderson,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,77,8,15,0.77,0.08,0.15
user_0401,david_cox401,David Cox,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,81,9,0.1,0.81,0.09
user_0402,owen_ward,Owen Ward,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,15,11,74,0.15,0.11,0.74
user_0403,james_kelly403,James Kelly,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,39,32,29,0.39,0.32,0.29
user_0404,aaron_warren_755,Aaron Warren,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,47,41,12,0.47,0.41,0.12
user_0405,caleb_ward405,Caleb Ward,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,43,14,43,0.43,0.14,0.43
user_0406,grace_cox406,Grace Cox,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,45,44,0.11,0.45,0.44
user_0407,natalie_west_407,Natalie West,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,81,9,10,0.81,0.09,0.1
user_0408,julian_gray_408,Julian Gray,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,15,74,11,0.15,0.74,0.11
user_0409,logan_shaw409,Logan Shaw,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,12,5,83,0.12,0.05,0.83
user_0410,lincoln_gomez_47,Lincoln Gomez,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,28,34,38,0.28,0.34,0.38
user_0411,aaron_kennedy_411,Aaron Kennedy,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,38,51,11,0.38,0.51,0.11
user_0412,nolan_kennedy,Nolan Kennedy,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,44,10,46,0.44,0.1,0.46
user_0413,harper_ellis_413,Harper Ellis,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,10,43,47,0.1,0.43,0.47
user_0414,daniel_cox,Daniel Cox,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,74,13,13,0.74,0.13,0.13
user_0415,adrian_diaz,Adrian Diaz,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,13,75,12,0.13,0.75,0.12
user_0416,bella_ramos416,Bella Ramos,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,15,7,78,0.15,0.07,0.78
user_0417,hazel_fisher,Hazel Fisher,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,25,37,38,0.25,0.37,0.38
user_0418,lucy_robertson_418,Lucy Robertson,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,56,33,11,0.56,0.33,0.11
user_0419,jaxon_henderson_419,Jaxon Henderson,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,48,12,40,0.48,0.12,0.4
user_0420,harper_russell420,Harper Russell,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,45,44,0.11,0.45,0.44
user_0421,sebastian_sanders,Sebastian Sanders,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,82,7,11,0.82,0.07,0.11
user_0422,audrey_garcia_80,Audrey Garcia,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,7,79,14,0.07,0.79,0.14
user_0423,harper_gordon_423,Harper Gordon,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,13,79,0.08,0.13,0.79
user_0424,jamie_stevens_424,Jamie Stevens,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,26,43,31,0.26,0.43,0.31
user_0425,samuel_kennedy_60,Samuel Kennedy,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,46,42,12,0.46,0.42,0.12
user_0426,nora_reed_44,Nora Reed,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,38,12,50,0.38,0.12,0.5
user_0427,caleb_jordan_38,Caleb Jordan,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,38,54,0.08,0.38,0.54
user_0428,samuel_ellis_428,Samuel Ellis,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,75,15,10,0.75,0.15,0.1
user_0429,liam_jordan_429,Liam Jordan,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,84,8,0.08,0.84,0.08
user_0430,emma_burns_42,Emma Burns,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,4,12,84,0.04,0.12,0.84
user_0431,finley_barnes_431,Finley Barnes,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,36,30,34,0.36,0.3,0.34
user_0432,finley_hicks_432,Finley Hicks,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,51,37,12,0.51,0.37,0.12
user_0433,david_henry_433,David Henry,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,43,13,44,0.43,0.13,0.44
user_0434,morgan_butler,Morgan Butler,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,52,40,0.08,0.52,0.4
user_0435,daniel_shaw_72,Daniel Shaw,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,78,11,11,0.78,0.11,0.11
user_0436,hazel_diaz_28,Hazel Diaz,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,80,9,0.11,0.8,0.09
user_0437,riley_henderson,Riley Henderson,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,10,82,0.08,0.1,0.82
user_0438,henry_sanders438,Henry Sanders,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,27,40,33,0.27,0.4,0.33
user_0439,chloe_jenkins_37,Chloe Jenkins,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,46,44,10,0.46,0.44,0.1
user_0440,savannah_reed,Savannah Reed,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,45,15,40,0.45,0.15,0.4
user_0441,wyatt_gray441,Wyatt Gray,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,5,50,45,0.05,0.5,0.45
user_0442,aaron_alexander,Aaron Alexander,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,80,6,14,0.8,0.06,0.14
user_0443,scarlett_chen_97,Scarlett Chen,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,9,81,10,0.09,0.81,0.1
user_0444,brooklyn_gomez444,Brooklyn Gomez,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,12,10,78,0.12,0.1,0.78
user_0445,dakota_reed_28,Dakota Reed,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,40,33,27,0.4,0.33,0.27
user_0446,hannah_rivera,Hannah Rivera,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,54,33,13,0.54,0.33,0.13
user_0447,natalie_owens_10,Natalie Owens,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,42,8,50,0.42,0.08,0.5
user_0448,sofia_foster_448,Sofia Foster,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,9,38,53,0.09,0.38,0.53
user_0449,abigail_flores_449,Abigail Flores,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,77,13,10,0.77,0.13,0.1
user_0450,liam_bennett450,Liam Bennett,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,83,9,0.08,0.83,0.09
user_0451,dakota_webb_95,Dakota Webb,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,16,4,80,0.16,0.04,0.8
user_0452,dakota_griffin_73,Dakota Griffin,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,32,41,27,0.32,0.41,0.27
user_0453,reese_woods_58,Reese Woods,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,39,49,12,0.39,0.49,0.12
user_0454,lucy_patel_454,Lucy Patel,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,46,6,48,0.46,0.06,0.48
user_0455,drew_ellis_74,Drew Ellis,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,18,36,46,0.18,0.36,0.46
user_0456,hannah_hicks_456,Hannah Hicks,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,85,10,5,0.85,0.1,0.05
user_0457,addison_owens457,Addison Owens,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,12,77,11,0.12,0.77,0.11
user_0458,gabriel_hunter_458,Gabriel Hunter,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,7,83,0.1,0.07,0.83
user_0459,lillian_hayes_459,Lillian Hayes,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,34,32,34,0.34,0.32,0.34
user_0460,morgan_marshall_460,Morgan Marshall,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,35,52,13,0.35,0.52,0.13
user_0461,logan_richardson461,Logan Richardson,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,40,13,47,0.4,0.13,0.47
user_0462,cameron_barnes_32,Cameron Barnes,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,13,42,45,0.13,0.42,0.45
user_0463,jack_hicks463,Jack Hicks,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,78,11,11,0.78,0.11,0.11
user_0464,ethan_cole,Ethan Cole,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,5,78,17,0.05,0.78,0.17
user_0465,anthony_shaw,Anthony Shaw,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,5,85,0.1,0.05,0.85
user_0466,nolan_ramos_15,Nolan Ramos,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,33,34,33,0.33,0.34,0.33
user_0467,rowan_murphy_51,Rowan Murphy,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,40,49,11,0.4,0.49,0.11
user_0468,jack_hughes,Jack Hughes,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,46,12,42,0.46,0.12,0.42
user_0469,nathan_freeman_55,Nathan Freeman,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,46,43,0.11,0.46,0.43
user_0470,skyler_morales_470,Skyler Morales,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,82,9,9,0.82,0.09,0.09
user_0471,ethan_porter,Ethan Porter,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,84,6,0.1,0.84,0.06
user_0472,brooklyn_dixon472,Brooklyn Dixon,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,17,75,0.08,0.17,0.75
user_0473,finley_hicks_33,Finley Hicks,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,29,39,32,0.29,0.39,0.32
user_0474,olivia_hunter474,Olivia Hunter,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,57,39,4,0.57,0.39,0.04
user_0475,chloe_hunt_475,Chloe Hunt,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,36,15,49,0.36,0.15,0.49
user_0476,stella_walsh_93,Stella Walsh,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,48,41,0.11,0.48,0.41
user_0477,grayson_murphy_57,Grayson Murphy,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,84,6,10,0.84,0.06,0.1
user_0478,ryan_bennett_16,Ryan Bennett,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,13,79,8,0.13,0.79,0.08
user_0479,mia_reynolds_479,Mia Reynolds,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,15,10,75,0.15,0.1,0.75
user_0480,aubrey_henderson,Aubrey Henderson,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,32,33,35,0.32,0.33,0.35
user_0481,cameron_cox_481,Cameron Cox,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,46,43,11,0.46,0.43,0.11
user_0482,aaron_graham482,Aaron Graham,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,46,9,45,0.46,0.09,0.45
user_0483,riley_holmes_22,Riley Holmes,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,14,47,39,0.14,0.47,0.39
user_0484,harper_hughes,Harper Hughes,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,77,13,10,0.77,0.13,0.1
user_0485,sofia_ford_485,Sofia Ford,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,11,84,5,0.11,0.84,0.05
user_0486,benjamin_hayes_486,Benjamin Hayes,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,12,78,0.1,0.12,0.78
user_0487,mason_simpson_487,Mason Simpson,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,35,30,35,0.35,0.3,0.35
user_0488,christopher_hamilton_53,Christopher Hamilton,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,47,41,12,0.47,0.41,0.12
user_0489,amelia_james_489,Amelia James,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,48,5,47,0.48,0.05,0.47
user_0490,skylar_garcia_66,Skylar Garcia,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,13,41,46,0.13,0.41,0.46
user_0491,aurora_boyd_491,Aurora Boyd,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,87,8,5,0.87,0.08,0.05
user_0492,bella_gonzales_54,Bella Gonzales,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,8,77,15,0.08,0.77,0.15
user_0493,brooklyn_hunter493,Brooklyn Hunter,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,8,14,78,0.08,0.14,0.78
user_0494,hannah_hayes_494,Hannah Hayes,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,34,37,29,0.34,0.37,0.29
user_0495,harper_diaz_495,Harper Diaz,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,43,49,8,0.43,0.49,0.08
user_0496,emma_morales_41,Emma Morales,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,43,6,51,0.43,0.06,0.51
user_0497,samuel_cruz_497,Samuel Cruz,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,49,43,0.08,0.49,0.43
user_0498,eleanor_simmons_93,Eleanor Simmons,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,85,11,4,0.85,0.11,0.04
user_0499,chloe_gonzales_24,Chloe Gonzales,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,80,10,0.1,0.8,0.1
user_0500,sophia_garcia_54,Sophia Garcia,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,14,15,71,0.14,0.15,0.71
user_0501,noah_sullivan_501,Noah Sullivan,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,29,34,37,0.29,0.34,0.37
user_0502,andrew_cole502,Andrew Cole,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,51,41,8,0.51,0.41,0.08
user_0503,abigail_price503,Abigail Price,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,51,9,40,0.51,0.09,0.4
user_0504,nathan_price,Nathan Price,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,12,43,45,0.12,0.43,0.45
user_0505,wyatt_wood,Wyatt Wood,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,85,4,11,0.85,0.04,0.11
user_0506,ethan_dixon506,Ethan Dixon,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,9,82,9,0.09,0.82,0.09
user_0507,jamie_webb,Jamie Webb,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,7,9,84,0.07,0.09,0.84
user_0508,matthew_simpson_90,Matthew Simpson,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,35,36,29,0.35,0.36,0.29
user_0509,kendall_henry_509,Kendall Henry,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,40,49,11,0.4,0.49,0.11
user_0510,mason_graham_65,Mason Graham,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,48,4,48,0.48,0.04,0.48
user_0511,adrian_hamilton511,Adrian Hamilton,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,11,43,46,0.11,0.43,0.46
user_0512,nolan_bailey_512,Nolan Bailey,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,85,5,10,0.85,0.05,0.1
user_0513,aria_kennedy,Aria Kennedy,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,12,82,6,0.12,0.82,0.06
user_0514,scarlett_stevens,Scarlett Stevens,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,10,6,84,0.1,0.06,0.84
user_0515,zoe_porter_515,Zoe Porter,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,33,33,34,0.33,0.33,0.34
user_0516,bella_hunter516,Bella Hunter,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,49,40,11,0.49,0.4,0.11
user_0517,aaron_ross517,Aaron Ross,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,40,12,48,0.4,0.12,0.48
user_0518,benjamin_brooks_22,Benjamin Brooks,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,14,50,36,0.14,0.5,0.36
user_0519,avery_reynolds,Avery Reynolds,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,79,12,9,0.79,0.12,0.09
user_0520,finley_patterson_90,Finley Patterson,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,4,85,11,0.04,0.85,0.11
user_0521,evelyn_freeman_95,Evelyn Freeman,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,11,12,77,0.11,0.12,0.77
user_0522,aria_shaw_522,Aria Shaw,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,31,34,35,0.31,0.34,0.35
user_0523,jaxon_dixon523,Jaxon Dixon,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,39,52,9,0.39,0.52,0.09
user_0524,stella_hicks_524,Stella Hicks,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,39,9,52,0.39,0.09,0.52
user_0525,isabella_powell_83,Isabella Powell,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,8,41,51,0.08,0.41,0.51
user_0526,stella_gray_90,Stella Gray,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,77,8,15,0.77,0.08,0.15
user_0527,grayson_harrison527,Grayson Harrison,en,English,copyright_heavy,Mostly AI copyright / theft concerns,100,0.1,0.8,0.1,10,76,14,0.1,0.76,0.14
user_0528,mason_reyes_20,Mason Reyes,en,English,surveillance_heavy,Mostly AI mass surveillance,100,0.1,0.1,0.8,14,9,77,0.14,0.09,0.77
user_0529,luke_cole,Luke Cole,en,English,balanced,Even across all topics,100,0.333333,0.333333,0.333334,31,27,42,0.31,0.27,0.42
user_0530,claire_flores530,Claire Flores,en,English,coding_copyright,Split: coding + copyright,100,0.45,0.45,0.1,44,48,8,0.44,0.48,0.08
user_0531,skyler_hicks_22,Skyler Hicks,en,English,coding_surveillance,Split: coding + surveillance,100,0.45,0.1,0.45,45,13,42,0.45,0.13,0.42
user_0532,eleanor_butler,Eleanor Butler,en,English,copyright_surveillance,Split: copyright + surveillance,100,0.1,0.45,0.45,7,52,41,0.07,0.52,0.41
user_0533,victoria_griffin,Victoria Griffin,en,English,coding_heavy,Mostly AI coding innovations,100,0.8,0.1,0.1,74,14,12,0.74,0.14,0.12
